acct_nbr,cust_id,acct_type,account_active,acct_start_date,starting_balance,ending_balance
000000001363229321,28627809,SV,Y,1995-08-17,562.970,495.080
000000001362562323,31338926,SV,Y,1995-06-23,402.960,3954.770
000000001362680210,13626800,CK,Y,1993-10-22,447.051,3816.990
000000001362511210,13625110,CK,Y,1993-11-18,359.537,53.280
456114321363018415,20445270,CC,Y,1994-02-26,3805.434,11730.000
000000001362855314,19079970,SV,Y,1995-03-21,234.794,660.264
000000001362593222,29977046,CK,Y,1995-08-22,4527.765,1534.533
000000001363392323,31358016,SV,Y,1993-11-08,120.050,331.590
000000001363160320,27263200,SV,Y,1988-05-09,779.976,870.034
000000001362766317,23167022,SV,Y,1990-11-29,11371.930,69541.618
000000001362555210,13625550,CK,N,1991-04-28,901.493,3630.285
000000001362810221,28619010,CK,Y,1993-12-25,2751.320,303.330
456114321363387415,20450805,CC,Y,1990-09-18,2314.926,5100.000
000000001362990320,27259800,SV,Y,1994-03-03,1110.210,7902.797
000000001362540212,16350480,CK,Y,1995-06-30,12742.632,3182.235
000000001363142313,17720846,SV,Y,1995-03-15,2431.582,902.325
000000001362589316,21801424,SV,Y,1994-04-14,678.218,853.680
456114321362656417,23165152,CC,Y,1993-09-23,912.250,1380.182
000000001362641213,17714333,CK,Y,1988-11-28,16503.733,3494.343
000000001362548315,20438220,SV,Y,1986-11-11,675.648,1295.502
000000001363448219,25905512,CK,N,1993-02-03,24930.945,6081.797
000000001363288319,25902472,SV,Y,1994-05-23,4724.190,759.035
000000001362705218,24528690,CK,Y,1995-02-16,3511.110,168.140
456114321363306420,27266120,CC,Y,1995-02-17,0.000,975.540
000000001362830212,16353960,CK,Y,1992-10-29,136.884,1109.325
456114321363252411,14995772,CC,Y,1994-02-23,1474.894,4900.000
000000001363196215,20447940,CK,Y,1993-06-24,1232.658,2660.466
456114321363345416,21813520,CC,Y,1994-08-28,7460.336,2720.000
456114321362765423,31343595,CC,Y,1993-01-27,913.920,1089.180
456114321363211416,21811376,CC,N,1992-08-11,5347.283,132.990
000000001362511223,31337753,CK,Y,1993-11-18,200.230,101.840
000000001363158312,16357896,SV,Y,1995-07-06,928.776,4027.212
000000001363295311,14996245,SV,Y,1989-05-03,248.254,1088.682
456114321363385423,31357855,CC,Y,1988-03-15,845.470,90.000
000000001362550323,31338650,SV,Y,1995-03-27,649.670,577.770
000000001362698213,17715074,CK,Y,1993-07-17,38569.629,391.476
456114321363197412,16358364,CC,Y,1993-10-10,159.516,1354.689
000000001363046222,29987012,CK,Y,1994-04-03,4518.327,4732.455
000000001362767311,14990437,SV,Y,1993-03-21,525.939,5382.552
000000001362620215,20439300,CK,Y,1994-03-30,11430.639,1239.504
456114321363236418,24538248,CC,Y,1991-02-06,5951.770,1642.340
000000001363195211,14995145,CK,Y,1993-07-04,258.856,2837.884
000000001362930319,25895670,SV,Y,1993-07-28,919.800,2481.302
000000001362487219,25887253,CK,Y,1995-01-12,12514.815,4343.751
000000001363133319,25899527,SV,Y,1989-10-20,781.740,3355.285
000000001363236321,28627956,SV,Y,1994-09-19,309.720,1026.700
000000001362485213,17712305,CK,Y,1995-09-26,1279.658,101.443
000000001363457211,14998027,CK,Y,1988-04-23,23122.772,6138.279
000000001363091321,28624911,SV,Y,1995-11-05,2324.880,2297.680
456114321363302419,25902738,CC,N,1994-02-09,7791.255,0.000
000000001363134212,16357608,CK,Y,1990-02-18,195.696,0.000
000000001362727321,28617267,SV,Y,1995-04-16,9017.640,9091.520
000000001363058211,14993638,CK,Y,1988-10-27,5215.329,594.223
456114321362580423,31339340,CC,Y,1992-03-30,459.960,1590.000
000000001362546222,29976012,CK,Y,1990-02-19,2922.887,771.953
000000001363321312,16359852,SV,Y,1994-07-23,207.240,2120.181
456114321363486422,29996692,CC,Y,1995-12-08,0.000,0.000
456114321363462412,16361544,CC,Y,1991-10-22,3386.916,6300.000
000000001363337319,25903403,SV,Y,1994-06-12,2391.660,24074.755
000000001363442217,23178514,CK,Y,1990-06-15,806.030,280.953
000000001362844313,17716972,SV,Y,1994-08-17,870.775,3330.304
000000001362513319,25887747,SV,Y,1994-10-14,1752.255,1091.355
000000001363199315,20447985,SV,Y,1994-03-02,319.815,1282.089
456114321363059419,25898121,CC,Y,1995-04-13,0.000,3720.000
000000001362930320,27258600,SV,Y,1993-07-28,1410.360,5682.982
000000001362952210,13629520,CK,Y,1994-07-07,2032.183,2130.525
000000001362740221,28617540,CK,Y,1995-08-15,1258.410,521.270
000000001363154217,23173618,CK,Y,1991-02-12,148.880,62.093
000000001363428217,23178276,CK,N,1993-12-01,1164.060,852.376
000000001362837323,31345251,SV,Y,1995-06-13,180.900,635.760
456114321363004420,27260080,CC,Y,1993-04-15,251.022,3588.553
456114321363374422,29994228,CC,Y,1995-11-02,0.000,0.000
000000001362796223,31344308,CK,Y,1989-10-06,262.120,344.930
456114321363400412,16360800,CC,Y,1994-07-21,3952.248,4592.112
000000001362770215,20441550,CK,Y,1994-09-24,1099.683,1212.219
000000001362875218,24531750,CK,Y,1990-02-28,176.020,1261.110
000000001362963214,19081482,CK,Y,1991-11-23,456.372,523.365
456114321362926417,23169742,CC,Y,1994-09-01,965.720,3100.000
000000001363012316,21808192,SV,Y,1995-05-08,1471.260,501.770
000000001362510219,25887690,CK,Y,1993-05-15,12655.035,689.936
000000001363370313,17723810,SV,Y,1993-10-05,896.395,332.649
000000001362857322,29982854,SV,Y,1991-01-20,725.329,1789.242
456114321362821414,19079494,CC,Y,1994-10-25,1355.004,0.000
000000001362605216,21801680,CK,Y,1994-05-21,793.941,27.840
000000001362734318,24529212,SV,N,1993-08-20,463.710,525.530
456114321363409418,24541362,CC,Y,1993-09-01,1006.540,247.420
000000001363013218,24534234,CK,Y,1995-05-23,310.620,101.540
000000001363209321,28627389,SV,N,1986-02-03,285.690,1772.900
456114321362613423,31340099,CC,Y,1989-01-21,259.010,1090.000
000000001362896210,13628960,CK,N,1993-05-15,11266.848,2306.835
456114321363078415,20446170,CC,Y,1991-04-06,6440.067,5850.057
456114321362489417,23162313,CC,N,1990-08-16,1484.410,62.000
456114321363093420,27261860,CC,Y,1986-05-30,1755.222,7100.000
000000001362590319,25889210,SV,Y,1993-08-11,2438.775,1731.164
000000001362675216,21802800,CK,Y,1992-05-29,8659.912,2029.720
000000001362754222,29980588,CK,Y,1990-01-11,2872.518,626.444
000000001363095313,17720235,SV,Y,1995-02-19,12459.494,1935.818
000000001362703211,14989733,CK,Y,1994-09-18,6933.442,525.917
000000001362945213,17718285,CK,Y,1992-02-22,1248.487,836.562
000000001362568212,16350816,CK,Y,1995-09-26,5128.344,464.730
000000001362754320,27255080,SV,Y,1990-01-11,2073.243,1709.325
000000001362823219,25893637,CK,Y,1994-04-22,1882.350,22.785
000000001362829210,13628290,CK,Y,1993-08-20,1212.808,11322.900
000000001363090320,27261800,SV,Y,1995-10-20,1078.677,1126.983
000000001362997210,13629970,CK,Y,1993-11-28,435.784,999.225
000000001363071316,21809136,SV,N,1994-08-15,6717.855,1103.770
000000001363015211,14993165,CK,Y,1995-02-19,529.188,1019.347
000000001363375214,19087250,CK,Y,1993-07-18,394.520,708.603
000000001362705316,21803280,SV,Y,1995-12-02,685.472,1435.160
456114321362705420,27254100,CC,Y,1995-02-01,0.000,2933.081
000000001363037314,19082518,SV,Y,1992-04-01,434.574,8425.172
456114321363135423,31352105,CC,Y,1990-03-09,3150.520,337.320
456114321362975423,31348425,CC,Y,1989-01-27,567.100,615.500
000000001362768210,13627680,CK,Y,1995-05-26,4774.320,10933.965
456114321363076419,25898444,CC,Y,1993-09-03,30789.900,2388.736
000000001363466320,27269320,SV,Y,1989-11-27,3740.145,7816.390
000000001362821217,23167957,CK,Y,1995-05-09,2671.360,3083.849
456114321362917413,17717921,CC,Y,1995-12-13,0.000,15164.000
000000001363267323,31355141,SV,Y,1995-12-22,851.790,1789.390
000000001363307314,19086298,SV,N,1994-12-30,425.950,1087.935
456114321362566412,16350792,CC,N,1993-02-08,5761.476,42.000
000000001362980216,21807680,CK,Y,1993-07-10,8614.652,138.270
000000001363275214,19085850,CK,Y,1994-03-02,321.538,190.855
000000001363093221,28624953,CK,Y,1986-05-30,133.890,1038.160
456114321363084418,24535512,CC,Y,1995-09-26,29.000,1787.000
000000001362926211,14992186,CK,Y,1994-07-11,8010.457,16.611
000000001362822320,27256440,SV,Y,1994-11-13,1110.417,3716.353
456114321363011418,24534198,CC,N,1990-03-15,3517.290,107.000
000000001363485311,14998335,SV,Y,1995-11-13,295.260,773.024
000000001363313215,20449695,CK,Y,1994-12-06,459.243,53.142
000000001363142218,24536556,CK,Y,1995-04-29,600.750,98.030
000000001363374315,20450610,SV,Y,1995-08-10,1575.153,3065.814
000000001363017314,19082238,SV,N,1994-04-27,2815.428,11895.535
000000001362509215,20437635,CK,Y,1994-11-05,492.426,51.357
456114321363126422,29988772,CC,Y,1995-02-05,0.000,26390.000
456114321362525421,28613025,CC,Y,1992-04-20,2922.680,1010.010
000000001362821210,13628210,CK,Y,1995-05-09,5039.484,4476.555
000000001363170214,19084380,CK,Y,1993-01-13,3832.010,1350.376
456114321363209417,23174553,CC,Y,1986-02-03,1542.620,4960.000
000000001362593221,28614453,CK,Y,1995-08-22,4137.150,127.630
456114321362883415,20443245,CC,Y,1995-07-23,0.000,5013.606
000000001363107211,14994177,CK,N,1994-12-17,487.008,137.592
456114321363317414,19086438,CC,Y,1989-04-15,1464.526,1261.160
000000001362796212,16353552,CK,Y,1989-10-06,301.344,535.353
000000001362810312,16353720,SV,Y,1993-12-25,220.308,1536.150
000000001362577211,14988347,CK,Y,1995-04-26,1832.227,1703.485
000000001362597216,21801552,CK,Y,1991-02-04,7853.602,436.760
000000001362717214,19078038,CK,Y,1995-03-28,436.674,1017.456
456114321362737421,28617477,CC,Y,1995-10-09,21.000,6559.000
456114321362949417,23170133,CC,Y,1994-08-03,2001.740,9300.000
000000001362657221,28615797,CK,Y,1989-06-07,169.780,-18.990
000000001363389219,25904391,CK,Y,1993-08-09,11610.540,930.558
456114321362767414,19078738,CC,Y,1995-04-13,0.000,1191.214
456114321362810410,13628100,CC,Y,1993-12-25,4722.032,1498.275
000000001363352212,16360224,CK,Y,1995-12-11,1548.684,1788.045
456114321363205415,20448075,CC,Y,1994-05-28,7629.957,3489.012
456114321363344417,23176848,CC,Y,1993-06-22,709.040,3100.000
000000001363328317,23176576,SV,Y,1995-12-28,121.260,4056.505
456114321362516416,21800256,CC,Y,1994-05-07,363.134,450.720
456114321363129410,13631290,CC,Y,1995-04-21,0.000,1509.390
456114321362791418,24530238,CC,Y,1994-02-24,3144.730,244.420
000000001362952310,13629520,SV,N,1992-01-26,440.591,1047.420
000000001363157214,19084198,CK,Y,1995-12-23,13649.006,481.709
000000001362642219,25890198,CK,Y,1994-08-17,591.570,349.091
000000001363267315,20449005,SV,Y,1995-12-22,2270.133,8666.889
000000001362630213,17714190,CK,Y,1991-03-12,16958.305,284.882
456114321362933416,21806928,CC,Y,1990-02-02,2378.537,919.080
456114321362962413,17718506,CC,Y,1993-11-27,274.195,1359.720
000000001362875316,21806000,SV,Y,1993-07-07,399.621,469.660
456114321363335413,17723355,CC,Y,1994-07-12,818.498,1799.476
456114321363313422,29992886,CC,Y,1993-12-02,963.446,101.192
000000001362663223,31341249,CK,Y,1992-10-21,257.420,182.920
000000001362588218,24526584,CK,Y,1992-09-12,259.670,92.870
456114321363433416,21814928,CC,Y,1991-04-03,1795.892,20.000
456114321362487413,17712331,CC,Y,1995-08-08,0.000,3452.553
000000001362924314,19080936,SV,Y,1994-03-08,7184.338,21679.816
000000001363167215,20447505,CK,Y,1993-03-07,14817.843,349.911
000000001363073216,21809168,CK,Y,1988-10-25,8693.113,145.900
456114321363475412,16361700,CC,Y,1993-08-07,4202.916,1527.120
000000001362644222,29978168,CK,Y,1991-06-05,343.992,3480.477
456114321363493410,13634930,CC,Y,1995-07-10,0.000,0.000
456114321362610410,13626100,CC,Y,1987-04-22,1369.615,2455.065
456114321363306417,23176202,CC,Y,1995-02-17,19.000,425.940
000000001362682222,29979004,CK,Y,1994-07-18,4427.115,3147.599
000000001362617312,16351404,SV,Y,1995-05-18,163.176,289.842
000000001362848312,16354176,SV,Y,1990-08-07,6318.204,10173.282
456114321362622411,14988842,CC,N,1992-04-12,4386.150,1994.104
456114321362605420,27252100,CC,Y,1991-01-11,4865.949,7100.000
456114321362529423,31338167,CC,N,1992-02-02,1492.640,523.430
000000001362826316,21805216,SV,Y,1995-10-23,429.567,445.080
000000001362796321,28618716,SV,Y,1989-01-15,701.950,1046.470
000000001362709318,24528762,SV,Y,1995-09-08,163.280,1004.330
000000001362877323,31346171,SV,Y,1993-03-16,322.740,719.450
456114321363400413,17724200,CC,Y,1994-07-21,20090.594,4876.386
456114321363462411,14998082,CC,Y,1991-10-22,5362.617,14700.000
000000001363017222,29986374,CK,Y,1994-03-19,2964.401,1339.065
456114321362625418,24527250,CC,Y,1989-01-03,3220.360,822.290
000000001363108319,25899052,SV,Y,1993-07-22,990.360,1116.372
456114321362877416,21806032,CC,Y,1993-03-16,200.384,100.000
456114321363398417,23177766,CC,Y,1995-01-14,19.000,3100.000
000000001362584213,17713592,CK,Y,1995-05-01,725.961,27.875
456114321363265416,21812240,CC,Y,1995-05-20,0.000,153.120
000000001363026213,17719338,CK,Y,1994-03-21,4744.214,6120.079
000000001362680213,17714840,CK,Y,1993-10-22,1435.269,1891.531
000000001362766219,25892554,CK,Y,1995-09-14,50700.150,13515.473
456114321363441410,13634410,CC,Y,1986-08-05,1622.904,145.485
456114321362735423,31342905,CC,Y,1995-12-21,11.000,3090.000
000000001363268220,27265360,CK,N,1989-06-25,1329.009,7770.311
456114321363112416,21809792,CC,Y,1991-04-01,2641.262,20.000
000000001363493214,19088902,CK,Y,1994-05-20,8573.376,8420.990
456114321362830415,20442450,CC,Y,1994-02-14,1729.107,449.871
456114321363283416,21812528,CC,Y,1995-04-18,0.000,1120.000
456114321362825417,23168025,CC,Y,1992-08-29,987.220,3100.000
000000001363108222,29988376,CK,Y,1992-08-30,299.794,2445.989
000000001363058222,29987276,CK,Y,1988-10-27,3019.401,1103.557
000000001363280316,21812480,SV,Y,1993-06-25,384.276,1726.870
456114321363193416,21811088,CC,Y,1993-12-10,4766.126,1462.000
000000001362743311,14990173,SV,Y,1995-02-13,4189.766,14137.235
456114321363259421,28628439,CC,Y,1988-03-11,401.610,293.290
000000001362711323,31342353,SV,Y,1992-03-12,234.600,128.870
000000001362805212,16353660,CK,Y,1987-01-03,311.016,30.996
000000001363306211,14996366,CK,Y,1990-03-15,446.044,563.206
000000001362771223,31343733,CK,Y,1993-05-10,173.030,231.860
456114321363470414,19088580,CC,Y,1995-06-07,0.000,20500.000
456114321362835410,13628350,CC,Y,1988-05-23,319.048,42.795
000000001363178222,29989916,CK,Y,1993-01-31,421.685,443.443
000000001363306214,19086284,CK,Y,1990-03-15,328.664,471.254
456114321362985411,14992835,CC,Y,1995-05-06,0.000,4900.000
000000001363364212,16360368,CK,Y,1995-03-13,1544.496,622.188
456114321362950414,19081300,CC,Y,1995-06-10,0.000,668.095
456114321362529415,20437935,CC,N,1992-02-02,4000.428,2210.493
000000001363090221,28624890,CK,Y,1995-07-04,325.520,-41.000
000000001362722215,20440830,CK,Y,1995-07-21,16786.386,3552.201
000000001362619310,13626190,SV,Y,1993-04-27,2089.335,5098.950
000000001362974219,25896506,CK,Y,1995-06-30,1723.590,2955.943
000000001363342315,20450130,SV,Y,1993-04-17,756.945,295.596
000000001363216311,14995376,SV,Y,1995-08-13,259.388,517.146
000000001363031219,25897589,CK,Y,1990-10-03,2830.635,6010.869
000000001362718216,21803488,CK,Y,1995-04-01,2145.510,722.560
000000001362791211,14990701,CK,Y,1994-02-24,5074.900,4283.384
456114321362699417,23165883,CC,Y,1992-05-18,170.630,2100.839
456114321363068421,28624428,CC,N,1991-11-19,2164.150,-21.000
000000001362740214,19078360,CK,Y,1995-08-15,1732.374,2305.307
000000001362578218,24526404,CK,Y,1993-07-11,2650.110,298.680
456114321362763417,23166971,CC,Y,1995-06-21,19.000,496.000
456114321362872413,17717336,CC,Y,1992-04-21,1783.701,2230.000
000000001362843313,17716959,SV,Y,1986-08-02,1720.871,501.126
456114321363257411,14995827,CC,Y,1995-02-12,0.000,11148.676
000000001363307217,23176219,CK,Y,1993-12-25,2782.730,974.237
000000001362633216,21802128,CK,N,1992-07-16,13097.221,254.200
000000001363038215,20445570,CK,Y,1995-07-29,1398.195,2341.053
000000001363346214,19086844,CK,Y,1994-09-04,6200.446,5290.394
456114321363454415,20451810,CC,Y,1990-08-10,7209.729,6815.640
456114321363249415,20448735,CC,Y,1993-04-18,7062.552,15718.455
000000001362513212,16350156,CK,Y,1995-11-26,320.112,1389.528
000000001362674322,29978828,SV,N,1994-06-21,141.240,74.711
000000001362542317,23163214,SV,Y,1995-10-27,626.880,5129.694
000000001363321222,29993062,CK,Y,1994-12-13,230.615,25014.899
456114321363393412,16360716,CC,Y,1995-06-13,0.000,2100.000
000000001362682210,13626820,CK,Y,1994-07-18,7646.835,1556.505
456114321363352410,13633520,CC,Y,1994-03-14,1331.881,4079.430
456114321362939414,19081146,CC,Y,1994-01-14,7678.930,3165.323
456114321363462420,27269240,CC,Y,1991-10-22,19474.767,21300.000
456114321362797411,14990767,CC,Y,1994-05-11,211.033,490.000
000000001363405222,29994910,CK,Y,1995-02-27,261.910,3135.132
456114321363314413,17723082,CC,Y,1991-02-08,14598.276,816.871
000000001362652222,29978344,CK,Y,1995-10-08,347.325,245.063
000000001363205222,29990510,CK,N,1994-07-06,2846.987,12700.779
000000001362749310,13627490,SV,N,1993-03-08,279.585,612.225
000000001363387317,23177579,SV,Y,1990-09-18,183.190,342.612
000000001363184219,25900496,CK,Y,1995-10-01,1456.650,232.097
000000001363402211,14997422,CK,Y,1995-02-19,6259.436,47.138
456114321362714410,13627140,CC,Y,1990-11-05,333.051,2057.805
000000001363182312,16358184,SV,Y,1995-11-28,3763.788,1582.749
000000001363214216,21811424,CK,Y,1991-04-19,13157.268,154.880
000000001363389216,21814224,CK,Y,1993-08-09,7998.372,320.180
456114321363103420,27262060,CC,N,1992-10-04,13852.233,3642.726
000000001362903321,28620963,SV,Y,1995-10-02,3338.380,3663.800
000000001362566217,23163622,CK,N,1992-06-05,17334.160,118.110
000000001363444220,27268880,CK,Y,1994-01-23,1140.846,484.362
000000001363280212,16359360,CK,Y,1993-11-22,330.720,566.895
000000001362960311,14992560,SV,Y,1986-07-24,11823.985,30739.023
456114321363206415,20448090,CC,Y,1995-11-13,0.000,28001.295
000000001363282220,27265640,CK,Y,1988-03-05,923.910,597.678
000000001362804215,20442060,CK,Y,1987-11-09,24174.045,6706.500
000000001363458215,20451870,CK,Y,1992-06-14,770.607,10.455
456114321362990410,13629900,CC,Y,1994-03-03,1442.005,6421.185
456114321363133418,24536394,CC,Y,1989-10-20,1685.700,87.000
456114321362642413,17714346,CC,Y,1993-05-11,4704.076,2230.000
000000001363088317,23172496,SV,Y,1991-01-21,449.470,4420.910
000000001362806223,31344538,CK,Y,1993-11-22,229.470,2651.240
000000001363128212,16357536,CK,Y,1992-10-13,4971.084,7187.586
000000001363387212,16360644,CK,Y,1990-09-18,212.364,2015.160
000000001362817314,19079438,SV,Y,1991-03-28,201.082,3094.680
456114321362961416,21807376,CC,Y,1994-07-18,1466.610,1020.000
000000001362685213,17714905,CK,Y,1993-10-13,2746.220,1152.419
000000001362617220,27252340,CK,Y,1995-10-30,1640.268,380.560
000000001362920321,28621320,SV,Y,1995-11-04,739.130,698.980
456114321363317422,29992974,CC,Y,1989-04-15,1150.699,2799.160
000000001363210323,31353830,SV,Y,1995-08-04,123.250,142.260
000000001362643314,19077002,SV,N,1992-02-27,190.092,2028.844
000000001363395323,31358085,SV,Y,1987-01-26,145.140,226.180
000000001363087210,13630870,CK,Y,1993-09-29,609.292,138.870
000000001363082211,14993902,CK,Y,1994-05-24,9581.605,1540.315
000000001363452214,19088328,CK,Y,1995-01-28,457.576,1757.670
456114321362594413,17713722,CC,N,1992-03-03,58297.700,0.000
456114321362512423,31337776,CC,Y,1993-01-25,576.560,1970.460
456114321362945413,17718285,CC,Y,1992-05-24,1761.619,1127.399
000000001362555220,27251100,CK,N,1991-04-28,3273.843,5727.783
000000001362948212,16355376,CK,Y,1994-09-26,4450.032,1164.135
000000001362969315,20444535,SV,Y,1992-03-15,2871.423,29542.974
000000001363258212,16359096,CK,N,1994-12-15,204.684,25.494
456114321363194413,17721522,CC,N,1992-09-09,18766.955,183.194
000000001363088212,16357056,CK,Y,1991-01-21,216.144,1615.887
456114321363170413,17721210,CC,Y,1994-02-19,6387.737,2016.121
000000001363448310,13634480,SV,Y,1990-10-13,1634.342,7934.895
456114321363492411,14998412,CC,Y,1991-12-31,7844.302,33658.100
456114321362763421,28618023,CC,Y,1995-06-21,21.000,119.000
000000001362864222,29983008,CK,Y,1995-05-21,172.623,4361.539
456114321362980418,24533640,CC,Y,1992-09-19,136.810,599.730
456114321362548419,25888412,CC,Y,1986-11-11,31343.625,212.908
456114321363295418,24539310,CC,Y,1989-05-03,998.910,1087.000
456114321362709417,23166053,CC,Y,1993-03-15,285.340,1538.065
000000001363037215,20445555,CK,Y,1992-11-15,6969.645,933.045
000000001362837222,29982414,CK,Y,1995-09-24,3078.658,4831.372
000000001363334316,21813344,SV,Y,1995-01-28,803.830,498.960
456114321362591411,14988501,CC,Y,1994-10-31,1621.650,7587.993
000000001362659310,13626590,SV,Y,1995-05-23,1094.267,1421.730
000000001362815220,27256300,CK,Y,1994-03-04,19169.994,5797.860
000000001363214210,13632140,CK,Y,1991-04-19,8064.132,606.960
000000001362838322,29982436,SV,Y,1994-12-18,307.527,9226.854
000000001363385317,23177545,SV,Y,1995-07-20,523.610,5333.085
456114321363216414,19085024,CC,Y,1992-07-15,600.194,4100.000
000000001363327312,16359924,SV,Y,1995-04-02,333.660,843.003
000000001363046214,19082644,CK,Y,1994-04-03,5750.598,2132.205
000000001363255217,23175335,CK,Y,1995-05-10,281.070,63.426
000000001362850220,27257000,CK,Y,1995-10-30,18511.458,8373.740
000000001362598214,19076372,CK,N,1992-05-12,9547.762,55.514
000000001362765212,16353180,CK,Y,1994-10-25,3138.864,1723.386
456114321363311419,25902909,CC,Y,1995-12-03,0.000,8370.000
000000001362642322,29978124,SV,Y,1994-09-25,198.242,830.011
456114321363335416,21813360,CC,Y,1994-07-12,415.958,826.940
456114321363159412,16357908,CC,N,1994-01-05,1151.664,21.000
456114321363261410,13632610,CC,Y,1992-09-06,272.327,4500.000
456114321363284419,25902396,CC,Y,1990-07-21,3748.230,2994.352
456114321363146423,31352358,CC,Y,1991-02-08,2793.380,90.000
456114321363462416,21815392,CC,Y,1991-10-22,8749.533,3020.000
000000001363012311,14993132,SV,Y,1995-05-08,901.740,2360.673
000000001362918219,25895442,CK,Y,1994-05-16,1251.585,442.897
000000001363071313,17719923,SV,N,1994-08-15,13219.005,2416.807
000000001363058215,20445870,CK,Y,1988-10-27,7411.257,618.477
000000001362589320,27251780,SV,Y,1994-04-14,1509.582,5919.128
000000001362761322,29980742,SV,Y,1994-03-28,853.105,4465.097
456114321363307422,29992754,CC,Y,1994-04-09,2733.027,10913.630
000000001362743322,29980346,SV,Y,1995-02-13,2425.654,26254.865
000000001362715222,29979730,CK,Y,1989-11-11,2960.166,3339.609
456114321363129414,19083806,CC,Y,1995-04-21,0.000,1375.222
000000001362961214,19081454,CK,N,1994-05-31,3558.772,1696.293
000000001363276319,25902244,SV,Y,1995-03-26,3655.620,6315.878
000000001362500316,21800000,SV,Y,1995-12-08,1026.038,355.990
456114321362530416,21800480,CC,Y,1993-08-17,1851.413,2020.000
000000001363268322,29991896,SV,Y,1989-06-25,548.504,1638.728
000000001362485215,20437275,CK,Y,1995-09-26,566.406,231.999
000000001363249218,24538482,CK,Y,1993-06-04,978.930,2964.120
000000001362480315,20437200,SV,Y,1992-12-23,1909.143,6058.647
456114321363043416,21808688,CC,Y,1994-10-04,1460.782,1020.000
456114321363113423,31351599,CC,Y,1995-09-04,11.000,750.400
456114321363194420,27263880,CC,N,1992-09-09,21228.195,583.265
456114321363123421,28625583,CC,Y,1994-02-25,1787.880,2759.000
000000001363288219,25902472,CK,Y,1995-02-20,2882.790,4319.478
000000001363128213,17720664,CK,Y,1992-10-13,25269.677,7632.532
456114321362816423,31344768,CC,Y,1991-09-09,1193.520,3090.000
456114321362480417,23162160,CC,N,1992-12-23,1626.400,62.000
000000001362658222,29978476,CK,Y,1991-02-21,6767.101,32005.792
000000001363296212,16359552,CK,Y,1991-06-28,3006.084,3.255
000000001362926318,24532668,SV,Y,1990-11-03,160.220,1317.280
000000001362640311,14989040,SV,Y,1994-06-08,1089.441,8324.757
000000001363297220,27265940,CK,Y,1992-03-05,2261.475,278.604
000000001362680218,24528240,CK,Y,1993-10-22,264.290,935.220
456114321362937421,28621677,CC,N,1994-07-22,1692.880,-41.000
000000001362835222,29982370,CK,Y,1995-09-22,263.681,2517.788
000000001362894319,25894986,SV,Y,1990-02-03,9059.670,1116.868
456114321363447422,29995834,CC,Y,1995-10-06,0.000,9100.000
000000001362690221,28616490,CK,Y,1994-12-25,3334.600,241.920
000000001363288313,17722744,SV,Y,1994-05-23,6403.902,546.016
000000001362864316,21805824,SV,Y,1995-03-07,539.059,196.530
000000001362708223,31342284,CK,Y,1993-08-04,290.440,415.810
000000001362954217,23170218,CK,Y,1995-12-16,5523.290,935.549
000000001362702315,20440530,SV,Y,1990-03-17,1886.436,63.903
000000001363331212,16359972,CK,Y,1991-04-22,5095.776,6085.128
000000001362975215,20444625,CK,N,1994-01-10,696.735,1442.892
000000001362735217,23166495,CK,Y,1995-08-13,2821.420,262.415
000000001362516216,21800256,CK,Y,1995-10-25,11752.627,3311.880
000000001363134210,13631340,CK,Y,1990-02-18,309.852,0.000
456114321363361415,20450415,CC,Y,1994-06-17,2293.299,2357.628
000000001362505217,23162585,CK,Y,1994-03-11,144.360,36.270
000000001363011217,23171187,CK,Y,1990-02-04,12749.290,5007.058
000000001363404322,29994888,SV,Y,1995-02-22,125.719,5011.643
000000001362638215,20439570,CK,Y,1995-01-18,339.687,0.000
456114321363458423,31359534,CC,Y,1994-01-27,34.730,686.630
000000001362492221,28612332,CK,Y,1995-04-23,5122.600,541.820
000000001363403313,17724239,SV,Y,1995-10-28,7107.232,3546.191
000000001363375212,16360500,CK,Y,1993-07-18,338.160,362.943
000000001363433216,21814928,CK,Y,1993-06-08,7842.318,1175.250
000000001362954210,13629540,CK,Y,1995-12-16,10458.151,1358.055
000000001362808210,13628080,CK,N,1993-12-12,7745.350,7762.140
456114321363354419,25903726,CC,Y,1991-01-18,12235.185,9300.000
000000001362972320,27259440,SV,Y,1992-02-28,3408.117,4834.674
000000001362632211,14988952,CK,Y,1993-12-05,12946.315,193.942
000000001362765312,16353180,SV,N,1992-11-03,183.600,2862.531
000000001362986221,28622706,CK,Y,1995-11-09,5891.860,4649.940
000000001363199212,16358388,CK,N,1994-03-02,3058.020,2620.905
000000001363420220,27268400,CK,Y,1993-03-24,19496.847,1980.758
000000001362955310,13629550,SV,Y,1995-07-19,308.313,2824.920
000000001362542219,25888298,CK,Y,1994-06-25,12895.470,0.000
000000001363107215,20446605,CK,N,1994-12-17,692.064,143.208
456114321362921422,29984262,CC,Y,1994-05-23,2500.520,743.288
000000001362675313,17714775,SV,Y,1994-06-10,1225.429,612.759
456114321362966415,20444490,CC,Y,1994-10-03,8371.539,8089.977
000000001362882214,19080348,CK,Y,1991-02-16,442.386,19.229
456114321363408415,20451120,CC,Y,1990-01-12,2337.147,9180.000
000000001363354316,21813664,SV,Y,1995-07-28,461.621,1136.710
